,deltaTEM1X,3pMFE,median3,median5,WT_rpkm,WT_TE,5pMFE,pALe,tAI,ORFLen
YBR002C,0.165043346749371,-28.86,164,25,2.5447219034277384,-0.2674107107819649,0.0,35.2,0.349182818,861
YBR003W,-0.1812175199467128,-26.52,134,29,2.363379869046847,0.010211811282807445,-8.11,29.8,0.354091745,1422
YBR004C,-0.525244096977477,-7.24,93,23,2.1714884815651114,-0.06158431665426218,0.0,38.2,0.353457957,1302
YBR005W,1.036556437914315,-31.47,156,58,2.3185708077340426,-0.3503263344363868,-6.05,NaN,NaN,642
YBR006W,0.24619226310245407,-28.57,136,116,2.160391654609965,0.04524157112135285,-12.82,NaN,NaN,1494
YBR007C,-0.013739351548247014,-19.0,141,90,2.4709019412317597,-0.020746004683855825,-14.58,33.9,0.319446303,2211
YBR008C,,-5.13,68,246,2.4960451259898204,-1.7061040331716728,-53.42,NaN,NaN,1647
YBR009C,-0.107050291058785,-30.71,180,39,2.854899907406362,0.35155851711884295,0.0,,0.579703059,312
YBR010W,-0.23838627970509596,-21.12,157,28,3.135258999842036,0.3865608200547004,0.0,,0.57945754,411
YBR011C,-0.06186044039244998,-22.59,112,31,3.5485329640713728,0.5049858788235522,-1.04,32.2,0.575521988,864
YBR012C,,NaN,NaN,NaN,,,NaN,,0.269613608,420
YBR012W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,1323
YBR012W-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,5271
YBR013C,-0.17079935595387896,NaN,NaN,NaN,1.9434566693606252,0.0065734067899519515,NaN,,0.287600618,390
YBR014C,0.247661217569129,-18.56,124,60,2.2600204837716102,0.22101576470187329,-5.7,,0.376215538,612
YBR015C,-0.11557685750462779,-13.09,134,99,3.0524494345555304,-0.10380820591606855,-19.0,31.9,0.3754208,1794
YBR016W,-0.10123781406285903,-31.95,207,30,2.6736874081729516,0.37767198796463247,-1.04,35.2,0.343353832,387
YBR017C,0.26181171552777,-20.05,102,52,3.068802926440283,-0.12222408517912765,-6.27,32.3,0.362382296,2757
YBR018C,,-28.72,169,20,,,-1.57,NaN,NaN,1101
YBR019C,,-13.84,115,30,,,-2.8,NaN,NaN,2100
YBR020W,,-9.7,121,58,1.7906537416064157,-1.87060006268408,-4.47,NaN,NaN,1587
YBR021W,-0.4667246600022138,-15.46,138,115,2.2921215092722944,-0.33373472870309523,-19.29,,0.37985871,1902
YBR022W,-0.28461782436541405,-24.66,157,62,1.922209728291268,0.31395505956003444,-9.54,29.7,0.322698424,534
YBR023C,0.12375821010832759,-29.79,154,134,3.0171597480040333,-0.1989262461095304,-36.94,25.9,0.364479295,3498
YBR024W,-0.3958967196952368,-29.29,176,113,2.041385830447303,0.126288256863371,-17.58,26.6,0.350434635,906
YBR025C,0.1198969450336693,-37.8,211,78,3.4874184308129976,0.3493709091465581,-10.66,30.2,0.5454508,1185
YBR026C,0.4226123971597639,-14.69,116,45,2.091502339915315,0.17388978861415377,-1.96,26.6,0.374765224,1143
YBR027C,,NaN,NaN,NaN,,,NaN,NaN,NaN,333
YBR028C,-0.33908525953015695,-34.85,176,51,2.5021911359492153,-0.07127885311928175,-7.97,40.8,0.357348104,1578
YBR029C,-0.247312600346304,-17.98,131,85,2.792204501279057,0.03188105352187949,-11.63,38.5,0.371122132,1374
YBR030W,0.0317401074870454,-8.07,56,83,2.522507771876905,-0.46690627535358337,-15.65,37.3,0.346756801,1659
YBR031W,-0.44054095379232905,-15.75,93,24,3.481162231475617,0.3154049469851094,0.0,NaN,NaN,1089
YBR032W,,-12.62,71,764,,,-212.88,NaN,NaN,303
YBR033W,,-20.55,139,74,1.4553527082584263,-0.343090798147867,-12.69,NaN,NaN,2760
YBR034C,-0.0022694625268419866,-31.5,190,26,2.781617128067858,0.08766753120695749,0.0,30,0.439318642,1047
YBR035C,0.05646769898659901,-16.9,116,30,2.70580652502454,0.4077921230063285,-2.8,28.9,0.426097143,687
YBR036C,-0.1640274011053305,-37.54,194,48,3.004730140425268,-0.12975689935518595,-7.63,34.9,0.352262318,1233
YBR037C,-0.341137496746893,-7.72,70,38,2.210445981359914,0.032252596713472755,0.0,35.3,0.335923878,888
YBR038W,0.215642284767546,-24.11,186,51,2.910066966523717,0.08019417778971118,-0.39,34.4,0.376207944,2892
YBR039W,-0.17661177975550768,-19.84,175,70,2.6493974725170744,0.49735454338505936,-11.11,29.4,0.495212409,936
YBR040W,,NaN,NaN,NaN,,,NaN,NaN,NaN,897
YBR041W,0.013473800667274022,-26.96,142,53,2.620120824459575,-0.1305122459952046,-4.77,24.5,0.393277063,2010
YBR042C,-0.44821038294906057,-6.35,73,45,2.4432093808902136,-0.09026672201208547,-10.67,36.2,0.337104276,1194
YBR043C,-0.8321577043848849,-24.5,139,126,2.8463676659707913,-0.7723481142929741,-30.36,43.4,0.335603033,2070
YBR044C,-0.5670621357109632,-3.84,58,58,2.36480744260079,-0.26978282609973925,-4.63,39,0.3265499,1719
YBR045C,-0.3272339266129517,-22.59,138,108,1.7375094883939948,-0.33463350824853777,-22.99,NaN,NaN,1920
YBR046C,0.12201833282579,-51.93,271,31,1.9477959181918687,0.30484798218889925,-0.81,27.3,0.378363422,1005
YBR047W,-0.23963940965019404,-15.95,101,53,1.700288939021799,0.35141200159752484,-9.5,34.8,0.323840833,528
YBR048W,-0.4310277050495565,-51.11,212,28,3.4674924905572175,0.43852960347862907,0.0,,0.580966635,471
YBR049C,-0.08460779595241102,-41.37,245,96,2.8264259343789475,0.3198783476673885,-11.15,37.5,0.400384335,2433
YBR050C,,-3.65,38,123,,,-22.63,NaN,NaN,1017
YBR051W,,NaN,NaN,NaN,,,NaN,NaN,NaN,351
YBR052C,-0.035367282920869964,-9.08,57,54,2.488508612111623,0.04897928742670998,-1.25,38,0.387619361,633
YBR053C,0.02800860826741891,-22.33,95,12,2.0856881423125526,0.2804166366337857,0.0,34.5,0.355490119,1077
YBR054W,-0.11423018422145603,-78.06,377,317,1.7878841694633822,0.22961276882730497,-38.78,29.2,0.504885363,1035
YBR055C,0.11087102639804201,-23.12,93,27,2.6823161839217313,-0.3309477299387913,0.0,30.9,0.342521085,2700
YBR056C-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,159
YBR056W,0.45104592715188796,-4.23,49,45,2.3553269967154566,-0.08185406539109503,0.0,26.8,0.396750938,1506
YBR056W-A,,-107.32,451,27,,,-1.24,NaN,NaN,201
YBR057C,0.024207682651973983,-18.29,121,90,2.4022361499719853,0.05255197452213579,-16.91,38.9,0.357886563,1101
YBR058C,0.1730810178332273,0.0,20,49,2.659796937569429,0.1434446267990963,-5.16,28.9,0.360780319,2346
YBR058C-A,-0.2118656253935311,-33.45,171,53,1.9548102792026931,0.4558128663762665,-5.56,31.9,0.315461309,243
YBR059C,-0.20684092018818262,-6.08,79,142,2.933886050670196,-0.006251259344458626,-27.67,31.5,0.362865693,3327
YBR060C,0.2467971088935968,-8.31,57,87,2.5856676945193207,-0.12580912038963887,-11.15,42.1,0.363095564,1863
YBR061C,0.080522876658189,-3.24,88,24,2.421334282914736,0.265546699169717,-0.42,31,0.344962985,933
YBR062C,0.215397931212544,-15.63,101,25,2.155253401727438,0.2857218062380279,0.0,22.6,0.302029109,543
YBR063C,,-5.12,57,488,2.397509713521392,-2.1951101442438268,-112.98,,0.315803092,1215
YBR064W,,NaN,NaN,NaN,,,NaN,NaN,NaN,429
YBR065C,-0.017773629622728312,-116.43,484,42,2.2252355228420417,-0.008249539423508664,-8.57,27.6,0.310747806,1095
YBR066C,-0.010062410561747004,-16.76,99,65,2.2929207655252855,0.16900928554228467,-5.99,34,0.321005249,663
YBR067C,-0.09059573634504597,-8.21,129,51,2.6535702361693336,0.27103100099830335,-3.15,32.9,0.515982578,633
YBR068C,-0.060205031951447,-46.25,202,39,3.57099715898668,-0.2071923201951679,-1.71,38,0.378116388,1830
YBR069C,-0.22574080823012418,-27.37,157,105,2.7731296726672134,-0.25390371846720405,-17.24,34.7,0.353567385,1860
YBR070C,-0.2229948261710738,-4.67,43,38,2.1592116584781165,-0.15629525878894557,-5.89,33.1,0.30496388,714
YBR071W,0.30773156768677623,-43.32,270,59,2.257863634723984,0.22794057479580554,-4.29,41,0.362666791,636
YBR072C-A,,NaN,NaN,NaN,,,NaN,,0.282994176,162
YBR072W,0.88581746617636,-40.73,164,68,1.234456468655613,0.216616987045462,-2.58,NaN,NaN,645
YBR073W,0.070703629965784,NaN,NaN,NaN,2.961581258873671,-0.1408326417368139,NaN,,0.334962078,2877
YBR074W,0.09185985711577202,-12.26,62,5,2.816587116087785,-0.17545490979036388,0.0,27.7,0.328372961,2931
YBR076C-A,,-33.2,177,207,,,-57.73,,0.305084139,267
YBR076W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1065
YBR077C,0.097649985194178,-81.76,309,51,2.2052174383070344,0.16304680623098644,-5.23,,0.362797653,489
YBR078W,-0.02662557509220298,-50.27,300,170,3.8712822870181838,0.38467753860795895,-23.28,28.4,0.53344935,1290
YBR079C,0.184855912660463,-11.61,89,25,3.5352043278823215,0.14599486710953485,0.0,29,0.507371045,2895
YBR080C,-0.054188124671104204,-20.56,141,26,2.849183020658269,0.28843785941145716,-0.97,29.5,0.394135223,2277
YBR081C,0.25787641881389345,NaN,NaN,NaN,2.8404082877824934,-0.16696793848743816,NaN,33.1,0.365114438,3999
YBR082C,-0.11490899534543997,-32.66,167,72,2.9352030366262025,0.6074496064519384,-2.39,31.4,0.433498562,447
YBR083W,-0.023255133481856902,-14.72,89,255,2.874040532144148,0.10065987521482342,-51.77,41.9,0.327118611,1461
YBR084C-A,,-8.92,81,41,,,-2.41,,0.595859422,570
YBR084W,0.202847288674869,-29.62,142,38,3.2669600586880128,0.04056719048846729,-3.97,28.3,0.408004921,2928
YBR085C-A,0.23411342287148995,-79.66,371,52,2.0609866813123467,0.3926632602210287,-1.51,35.1,0.39564826,258
YBR085W,-0.35121902790067494,-42.73,177,98,2.3328275754765837,0.08779100760240456,-16.07,38.8,0.392183248,924
YBR086C,-0.32656089601316896,-13.52,132,280,3.1444996751818963,-0.05795358983764925,-68.5,27.1,0.375596317,2841
YBR087W,-0.13971313325108703,-5.64,60,11,2.5719830026432806,0.205362872693395,0.0,32.5,0.344340597,1065
YBR088C,0.04774134323683199,-7.89,77,40,2.792656508584198,0.24869523103517213,-2.88,26,0.417572817,777
YBR089C-A,-0.1706241197159824,-21.9,179,32,2.278284327974002,0.3834286471875967,0.0,,0.519629459,300
YBR089W,,NaN,NaN,NaN,,,NaN,NaN,NaN,600
YBR090C,-0.329575761266122,NaN,NaN,NaN,2.194950559523682,0.4516956207870749,NaN,,0.321350134,369
YBR091C,-0.5180526779675182,-21.89,101,41,2.0089575192081086,0.4210152718468977,-3.36,34.7,0.234963188,330
YBR092C,,-2.05,51,29,,,-1.98,,0.464261952,1404
YBR093C,,-4.76,65,47,,,0.0,,0.476950064,1404
YBR094W,0.17544016958408282,0.0,3,60,2.5411626572915424,0.02301092124902664,-3.15,32,0.39494389,2262
YBR095C,0.347499498057467,-6.44,92,29,2.46065704148347,0.04445164074593529,-4.31,40.6,0.373182609,1293
YBR096W,-0.326542806658962,-3.25,74,61,2.4874095029941556,0.11954909230832043,-4.07,31.5,0.3852233,693
YBR097W,-0.06894369566297603,NaN,NaN,NaN,2.519121743912523,-0.2682522942617186,NaN,33.6,0.345309964,4365
YBR098W,-0.385699491699697,-18.44,163,19,2.1940042508127777,-0.14239949059975182,0.0,41.1,0.30459294,2076
YBR099C,,-0.97,23,1436,,,-358.23,NaN,NaN,384
YBR101C,0.118948372777639,-2.54,41,50,2.73941433667604,0.28588853289151256,-4.71,34.4,0.373619509,873
YBR102C,-0.013143513485790015,-31.66,123,64,2.6465883319256633,-0.027095287418366094,-8.55,37.3,0.348968546,2262
YBR103C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,144
YBR103W,0.114150013436977,-5.0,48,160,2.528502576983778,-0.12945591033233378,-27.77,18.3,0.319731321,1608
YBR104W,-0.07226908304746799,-12.71,88,83,2.6980926160735423,0.016280322216131776,-19.84,33.9,0.341390036,990
YBR105C,-0.437004803938299,-16.59,152,31,2.176059012093288,-0.016605840959225668,0.0,46.5,0.348097588,1089
YBR106W,-0.11888812728529302,-22.6,122,41,3.3516123832675726,0.1104953225035884,-1.14,30,0.53507491,567
YBR107C,-0.24427473829629748,-81.7,338,55,1.8177272955220427,-0.43315876375720885,-9.7,35.8,0.337618879,738
YBR108W,0.6032957352091792,-25.5,184,36,2.527487414975494,0.048520987897808905,0.0,NaN,NaN,2844
YBR109C,-0.065100969045796,-38.94,188,39,2.862176707912549,0.45603545540435814,-0.91,31.9,0.404334205,444
YBR109W-A,,-398.59,1497,5,,,0.0,,0.299003168,225
YBR110W,0.04753457822697629,-12.8,108,180,2.460582035463434,-0.28418478741944114,-43.63,,0.348427758,1350
YBR111C,-0.11653342439675299,-6.25,68,49,2.7814761306070466,0.33590707067928344,-4.84,,0.435854858,696
YBR111W-A,0.0340658534633609,-33.27,167,34,1.851516822192482,0.41421697074351105,-5.61,,0.356418619,291
YBR112C,0.10965570620699905,-39.19,223,185,3.155377171531755,0.031216252967198713,-24.96,,0.376970826,2901
YBR113W,,NaN,NaN,NaN,,,NaN,NaN,NaN,483
YBR114W,-0.4397838625567582,-8.4,80,88,2.402990848561695,-0.3244488710265267,-19.47,43.7,0.356703245,2373
YBR115C,-0.184809123528678,NaN,NaN,NaN,3.594725324151398,0.20884846329416135,NaN,,0.409307514,4179
YBR116C,,NaN,NaN,NaN,,,NaN,NaN,NaN,528
YBR117C,,NaN,NaN,NaN,,,NaN,NaN,NaN,2046
YBR118W,-0.26632998019379894,-10.11,96,52,3.3977647458623017,0.2892147510469376,-2.1,NaN,NaN,1377
YBR119W,0.11811204641687298,-18.22,120,48,2.1656574336234984,0.12655895389017555,-5.12,34.4,0.334543748,897
YBR120C,-0.349898105532136,-7.68,60,83,1.7778804907233714,0.4896847225885532,-7.82,32.2,0.371163163,489
YBR121C,0.2493734101574436,-16.76,114,93,3.513534623210376,0.15843536360684532,-16.06,27.1,0.51490131,2004
YBR121C-A,,-302.47,1076,931,,,-273.4,NaN,NaN,159
YBR122C,-0.010162133030231196,-42.64,196,36,2.350312938995559,0.09195293069000782,-5.51,,0.36597,534
YBR123C,-0.04910144141741801,-4.73,46,52,2.5140181510547746,-0.08617708469335586,-4.14,37.1,0.362513747,1950
YBR124W,,NaN,NaN,NaN,,,NaN,NaN,NaN,360
YBR125C,-0.380169206262874,NaN,NaN,NaN,2.5169522004495057,-0.052823990622884655,NaN,37.2,0.32516176,1182
YBR126C,0.53737032895639,-18.8,131,92,2.8246068614320174,0.14802898632878214,-12.51,31.9,0.389506128,1488
YBR126W-A,,-32.04,154,23,,,-0.66,,0.407629591,207
YBR126W-B,,-24.16,134,100,,,-10.74,NaN,NaN,144
YBR127C,0.30838783723012797,-35.36,164,49,3.492469008769993,0.36218223574681085,-6.38,33.1,0.488105377,1554
YBR128C,,-15.89,78,46,1.4961373344558524,-0.3724606569426857,-6.2,NaN,NaN,1035
YBR129C,-0.08905058026569179,-12.6,107,35,2.343890919277344,-0.07578477229512348,-2.49,32.6,0.342011711,987
YBR130C,0.01584817511978201,-18.29,103,53,2.6829087642207745,0.09649086462712884,-8.59,35.1,0.357923345,1278
YBR131C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,90
YBR131W,0.1551052851657727,-3.87,75,30,2.3111606779577434,-0.3438512715867139,0.0,,0.345492359,2115
YBR132C,-0.16635949989592896,-49.18,303,152,2.063328135861062,-0.18817060556305332,-25.68,,0.345005493,1791
YBR133C,0.088095046920211,-28.26,104,129,2.8616853255329113,-0.33116518821277746,-36.4,37,0.326120117,2484
YBR134W,,NaN,NaN,NaN,,,NaN,NaN,NaN,402
YBR135W,-0.359357111525412,-33.33,191,94,2.1444644787158897,0.36194134484105406,-16.15,29.2,0.382623976,453
YBR136W,-0.0025695712204100024,NaN,NaN,NaN,2.554114007040613,-0.531808570433878,NaN,34,,7107
YBR137W,-0.08446576233800002,-19.14,135,73,2.097805271442972,0.38468817315009657,-4.22,,0.358662274,540
YBR138C,0.314479925914477,-23.24,149,61,2.0236104884584276,0.14330894348592138,-5.97,,0.336334638,1575
YBR139W,-0.25505995002636,-11.57,160,11,2.361275304719334,0.216419322176461,0.0,7.6,0.347733648,1527
YBR140C,0.042216982154265295,NaN,NaN,NaN,3.030058552018798,-0.5762713124254655,NaN,,,9279
YBR141C,0.30215818333991795,-13.39,103,31,2.067157320101135,-0.03525218460107122,-3.99,37.5,0.340717663,1014
YBR141W-A,,-131.1,485,26,,,-2.56,NaN,NaN,96
YBR142W,0.26384024833331704,-29.71,177,58,2.800762886210289,0.06596229241714498,-9.06,27.4,0.402631113,2322
YBR143C,-0.09416029765012801,-24.26,147,36,2.5871094106137256,0.5521484235048025,-1.43,29.4,0.469388419,1314
YBR144C,,NaN,NaN,NaN,,,NaN,NaN,NaN,315
YBR145W,0.15031442485768798,-13.05,101,56,2.672417557482345,0.030667902814325843,-3.55,43.4,0.424772174,1056
YBR146W,-0.397759538428102,-44.55,202,52,2.449680147642099,0.16522095292371775,-9.36,36.6,0.333709442,837
YBR147W,0.26379749328635194,-0.51,46,146,1.926320556192725,-0.25606619550006354,-15.31,NaN,NaN,891
YBR148W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1830
YBR149W,0.011298396694985002,-21.11,124,38,2.668481759596447,0.3427768423970545,-5.62,29.3,0.423056404,1035
YBR150C,0.24154056037478538,NaN,NaN,NaN,2.4642014989188517,-0.250835404485229,NaN,,0.33378544,3285
YBR151W,-0.09141342460182111,-24.35,130,113,2.5794075629464817,-0.07880531044143803,-31.79,29.2,0.344591701,951
YBR152W,0.282252917904916,-166.59,676,68,1.9144064004456292,-0.12955391434894373,-7.63,,0.347810673,876
YBR153W,-0.13555980791319003,-36.05,175,74,2.3527085580190303,-0.2591897427666276,-10.26,,0.289721619,735
YBR154C,-0.1364242529057543,-7.51,90,87,2.774964918500365,0.394970708916349,-12.35,33.4,0.447587017,648
YBR155W,-0.07892343054416816,-6.88,90,45,2.5368463794462954,0.24136570483751998,-7.65,,0.416417721,1158
YBR156C,-0.276757464588157,-14.21,177,53,2.3883164265852272,-0.00405736570254852,-9.37,38.9,0.337144143,2097
YBR157C,,-15.67,129,835,,,-218.35,35.3,0.332648815,768
YBR158W,-1.481760027389979,-21.31,155,260,2.5772044208138185,-0.48168339933096926,-28.19,36.2,0.319239897,1650
YBR159W,0.0672557061063667,-32.9,166,44,2.8446282903468063,0.10020975997940182,-5.49,29.2,0.419624494,1044
YBR160W,0.46059550731720705,-17.17,94,78,2.464132015326283,0.14701340952012681,-7.64,31,0.380264533,897
YBR161W,-0.0011932771681140153,-18.88,140,227,2.1384665147496555,-0.1918475849463446,-45.56,43.1,0.358775036,1131
YBR162C,0.2831840242547989,-32.2,276,187,3.504900396444056,-0.03323337402098574,-16.29,30.4,0.448474703,1368
YBR162W-A,-0.18071994798501098,-14.3,105,35,2.3597287699071843,0.2286528165599318,-7.32,27.1,0.366381915,198
YBR163W,-0.385584550355692,-11.04,88,102,2.4145403775904075,-0.6188414183395073,-27.2,40.7,0.335792157,1758
YBR164C,-0.285412194451578,-24.64,137,119,2.4722165401384295,0.21805600914435053,-22.31,28.2,0.388856933,552
YBR165W,0.0251239574970187,-25.19,149,92,2.1788673973329593,-0.007187656519881568,-21.04,35.9,0.326349153,834
YBR166C,-0.06529606405972845,-16.9,101,43,2.647330946526659,0.022134775538974097,-3.51,39.1,0.354978877,1359
YBR167C,-0.110524529639971,-22.44,95,45,1.8091131794250077,0.13597663719545608,-2.58,32.6,0.362594224,423
YBR168W,-0.4265832635475738,-27.7,156,127,2.0247652430375234,-0.5243942342473135,-26.73,33.1,0.326972965,1242
YBR169C,1.4486916475566998,-23.47,178,25,1.831945385922411,-0.2881621999645166,-0.24,,0.422624402,2082
YBR170C,0.5292582456076909,-26.79,130,34,2.7000930530241547,0.11440053167656013,-0.56,33.7,0.333774661,1743
YBR171W,-0.22101596801482162,-16.85,125,26,2.468481782416778,0.35095341542580677,-4.34,35.1,0.381841952,621
YBR172C,0.22317148492800604,-12.0,105,86,2.971757869903643,-0.038756321534688234,-6.26,39.4,0.373927845,2223
YBR173C,0.06032742035451899,-19.34,144,28,2.543196237765081,0.48441810579406597,-1.37,33.8,0.365498319,447
YBR174C,,-47.99,161,716,,,-200.34,NaN,NaN,315
YBR175W,-0.2673266276457637,-21.98,103,13,2.374701541266889,-0.22612026704156712,0.0,,0.291774447,948
YBR176W,0.04237697897699799,-22.76,145,97,2.0946507784651813,0.09218875265002727,-14.43,32.4,0.359882083,939
YBR177C,0.16745920665292402,-15.88,165,29,2.6736766634421674,0.23066292018340226,-2.03,33.3,0.371917286,1356
YBR178W,,-14.97,128,66,,,-11.18,NaN,NaN,375
YBR179C,-0.1414557616009795,-6.73,76,70,2.5237596050981708,-0.008702846222174926,-12.11,31,0.362737593,2568
YBR180W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1719
YBR181C,-0.332933370608539,-11.16,98,39,2.9283580961256206,0.43273405586610436,-5.16,,0.647233879,711
YBR182C,1.1110740147512639,-68.91,309,175,1.7211139795532986,-0.5263868871242744,-25.51,NaN,NaN,1359
YBR182C-A,,-28.08,157,51,,,-6.94,NaN,NaN,195
YBR183W,-0.15880115200311595,-5.84,81,97,2.0620463279743566,-0.03560609211372919,-19.07,,0.345562968,951
YBR184W,0.1982436637363127,-24.0,147,0,1.548141744776227,-0.23066449024425023,0.0,,0.306943399,1572
YBR185C,-0.31094095016830237,-25.94,179,29,2.0138969783459015,0.20598046069250575,-2.53,30.8,0.348088188,837
YBR186W,,NaN,NaN,NaN,,,NaN,NaN,NaN,1695
YBR187W,-0.35726903021880396,-31.98,144,114,2.9892886168479733,-0.15741587226583453,-25.6,35.7,0.404918238,843
YBR188C,0.07301422111367695,-38.08,183,68,1.8992324381759582,0.29170764681269135,-4.19,36.2,0.330290313,423
YBR189W,,-11.15,70,31,,,0.0,25.8,0.655587273,588
YBR190W,,NaN,NaN,NaN,,,NaN,NaN,NaN,312
YBR191W,-0.4187072256736051,-19.87,126,36,3.587117225930746,0.4096723551431864,0.0,,0.573119288,483
YBR191W-A,,-6.94,43,901,,,-251.8,,0.222719997,75
YBR192W,-0.02082186477148601,-48.04,257,163,2.2947898805150984,0.051912898358570006,-28.44,30.8,0.339031763,1134
YBR193C,0.415953553129028,-53.34,255,28,2.0471852550391345,0.2159502216927361,-0.37,34.7,0.351286863,672
YBR194W,0.2146799535306776,-31.02,163,78,1.7020571282957415,0.33103103583767785,-4.62,,0.313127056,372
YBR195C,0.12466937244594803,-19.79,139,20,2.293601111176594,-0.018326716918231886,0.0,,0.352630412,1269
YBR196C,0.37254867528081703,-21.68,157,42,3.8706006589847886,0.4357933606234007,-4.77,7.9,0.579777704,1665
YBR196C-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,150
YBR196C-B,,NaN,NaN,NaN,,,NaN,NaN,NaN,105
YBR197C,-0.15120186117017378,-128.51,444,11,2.1426009293703867,-0.017248482039138,0.0,41.2,0.287326601,654
YBR198C,0.14247492648847399,-10.51,91,72,2.963920491746232,-0.05101885129803458,-12.06,37.2,0.3454999,2397
YBR199W,0.22767958285531661,-41.21,177,93,2.855316390308519,-0.1350193987516489,-21.38,32.4,0.345209234,1395
YBR200W,-0.3177398037696004,-45.63,222,63,2.6294663689353097,0.07933428886444849,-9.56,39.5,0.370998544,1656
YBR200W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,165
YBR201C-A,,-46.64,239,188,,,-31.48,32.8,0.249802102,204
YBR201W,-0.04298941539442902,-12.19,124,136,2.061237725296619,-0.2037316505883089,-18.5,49.4,0.311764375,636
YBR202W,0.420725166865239,-19.59,177,65,2.9070047427789505,-0.07573332867415729,-7.25,31.9,0.366452811,2538
YBR203W,0.46331477917321195,-29.73,208,212,2.1271337195719444,-0.4630913807375943,-51.14,NaN,NaN,2775
YBR204C,0.06894094930241279,-42.66,228,44,2.215396821165836,-0.13039219673426758,-9.2,29.4,0.319088211,1128
YBR205W,-0.314642477702971,-41.17,160,30,2.8851938358663514,-0.008094223344124274,-0.9,,0.386858989,1215
YBR206W,,-19.37,72,1000,,,-302.54,,0.292100308,324
YBR207W,0.007508983415674901,-8.48,117,58,2.5919516328679983,-0.3310243191729959,-11.7,37.4,0.35164381,1398
YBR208C,0.5670175114009329,NaN,NaN,NaN,2.6004052560326265,-0.6411879891821293,NaN,,,5508
YBR209W,,NaN,NaN,NaN,,,NaN,NaN,NaN,318
YBR210W,-0.516191634929549,0.0,13,38,1.9081593702239283,0.06706939122653485,-5.15,28.1,0.306307146,429
YBR211C,0.12269630560401704,NaN,NaN,NaN,2.1705138717858627,-0.026081818073235005,NaN,31.6,0.325380229,975
YBR212W,-0.11296511068904941,-23.92,206,377,2.8386249775927497,0.2651214357379313,-54.13,,0.345470545,2019
YBR213W,-0.5807812404399371,-54.32,196,70,2.0017221698988013,-0.004599702909570612,-10.22,NaN,NaN,825
YBR214W,0.72141607313946,-31.06,184,79,2.329109026720145,0.10218610446466646,-9.12,NaN,NaN,1584
YBR215W,-0.21794152040225,-23.53,118,37,2.399561363579377,0.13616892183793208,-2.31,,0.371304692,1878
YBR216C,1.8422954698702199,-44.31,228,30,2.317271469057273,-1.5790054937806879,-0.87,33.2,0.336807576,2025
YBR217W,-0.7883974812510199,-66.41,309,51,1.7420206770851725,-0.13369705214450853,-7.77,40.8,0.327610852,561
YBR218C,0.433537418490187,-17.52,116,89,3.3463839708910195,0.018119115586899454,-9.15,,0.458858971,3543
YBR219C,,NaN,NaN,NaN,1.8226889067968028,-0.8297583722065006,NaN,NaN,NaN,384
YBR220C,-0.17758236640888472,-23.86,151,67,2.5537448150810587,-0.4102025370057694,-10.08,NaN,NaN,1683
YBR221C,0.002642178211202398,-57.41,233,203,3.1729049410864203,0.3374293844538494,-39.67,,0.478659942,1101
YBR221W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,105
YBR222C,-0.261261846465216,-13.76,114,45,2.4985185682556725,0.1501221128948522,-11.0,,0.402743,1632
YBR223C,0.14887605581684,-64.49,243,23,2.181515135456048,-0.5731770110338406,0.0,NaN,NaN,1635
YBR223W-A,,NaN,NaN,NaN,,,NaN,NaN,NaN,120
YBR224W,,NaN,NaN,NaN,,,NaN,NaN,NaN,516
YBR225W,0.5580757883175511,NaN,NaN,NaN,2.2916234968069467,-0.03921167720960573,NaN,,0.349368039,2703
YBR226C,,NaN,NaN,NaN,,,NaN,NaN,NaN,411
YBR227C,0.14970336258598196,-5.64,80,49,2.365807321050258,0.09634669495767648,-1.04,,0.389879371,1563
